,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0046827,BP,GO:0046827,positive regulation of protein export from nucleus,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,IL1B/SFN,2
GO:0048339,BP,GO:0048339,paraxial mesoderm development,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,SMAD3/FGFR1,2
GO:0060438,BP,GO:0060438,trachea development,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,CTNNB1/MAPK1,2
GO:0070314,BP,GO:0070314,G1 to G0 transition,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,TP53/EZH2,2
GO:1902001,BP,GO:1902001,fatty acid transmembrane transport,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,THBS1/AKT1,2
GO:1902074,BP,GO:1902074,response to salt,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,EDNRB/FGFR1,2
GO:1903428,BP,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,SOD2/TLR4,2
GO:1903978,BP,GO:1903978,regulation of microglial cell activation,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,IL6/SPHK1,2
GO:1904505,BP,GO:1904505,regulation of telomere maintenance in response to DNA damage,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,XRCC1/ERCC1,2
GO:2000774,BP,GO:2000774,positive regulation of cellular senescence,2/269,19/18888,0.105263158,7.391117198,3.35010635,0.029462702,0.052909764,0.022187335,TP53/PAWR,2
GO:0002698,BP,GO:0002698,negative regulation of immune effector process,5/269,121/18888,0.041322314,2.901471627,2.522113123,0.029579269,0.053098167,0.02226634,TNF/TGFB1/IL10/A2M/TWIST1,5
GO:0007260,BP,GO:0007260,tyrosine phosphorylation of STAT protein,4/269,82/18888,0.048780488,3.425151872,2.645313239,0.02963933,0.053164089,0.022293984,IL6/TNF/CAV1/IGF1,4
GO:0070897,BP,GO:0070897,transcription preinitiation complex assembly,4/269,82/18888,0.048780488,3.425151872,2.645313239,0.02963933,0.053164089,0.022293984,TP53/SMARCA4/MED1/ESR1,4
GO:0060337,BP,GO:0060337,type I interferon-mediated signaling pathway,4/269,83/18888,0.048192771,3.383884982,2.616177036,0.030803527,0.055192653,0.023144648,IFI27/STAT1/IFNA1/MYD88,4
GO:0006356,BP,GO:0006356,regulation of transcription by RNA polymerase I,3/269,48/18888,0.0625,4.388475836,2.825296404,0.030867182,0.055192653,0.023144648,ERBB2/SMARCA4/MTOR,3
GO:0021575,BP,GO:0021575,hindbrain morphogenesis,3/269,48/18888,0.0625,4.388475836,2.825296404,0.030867182,0.055192653,0.023144648,XRCC1/DLC1/HSPA5,3
GO:0045776,BP,GO:0045776,negative regulation of blood pressure,3/269,48/18888,0.0625,4.388475836,2.825296404,0.030867182,0.055192653,0.023144648,SOD2/TNF/UCN,3
GO:0090279,BP,GO:0090279,regulation of calcium ion import,3/269,48/18888,0.0625,4.388475836,2.825296404,0.030867182,0.055192653,0.023144648,CTNNB1/MIR200C/UCN,3
GO:0097720,BP,GO:0097720,calcineurin-mediated signaling,3/269,48/18888,0.0625,4.388475836,2.825296404,0.030867182,0.055192653,0.023144648,MTOR/TNF/IGF1,3
GO:1903587,BP,GO:1903587,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,3/269,48/18888,0.0625,4.388475836,2.825296404,0.030867182,0.055192653,0.023144648,THBS1/VEGFA/FGF2,3
GO:2001258,BP,GO:2001258,negative regulation of cation channel activity,3/269,48/18888,0.0625,4.388475836,2.825296404,0.030867182,0.055192653,0.023144648,MMP9/CAV1/MIR200C,3
GO:0051494,BP,GO:0051494,negative regulation of cytoskeleton organization,6/269,165/18888,0.036363636,2.553295032,2.408727444,0.031011146,0.055428317,0.023243472,BRCA1/PIK3CA/HDAC6/PRKCD/KATNB1/DLC1,6
GO:0001678,BP,GO:0001678,intracellular glucose homeostasis,6/269,166/18888,0.036144578,2.537913737,2.392155206,0.031805867,0.056826483,0.023829783,GPX1/PIK3CA/IGF1R/HIF1A/SMARCA4/SMAD3,6
GO:0071357,BP,GO:0071357,cellular response to type I interferon,4/269,84/18888,0.047619048,3.343600637,2.587483466,0.031994362,0.057140851,0.023961611,IFI27/STAT1/IFNA1/MYD88,4
GO:0002902,BP,GO:0002902,regulation of B cell apoptotic process,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,IL10/BAX,2
GO:0003215,BP,GO:0003215,cardiac right ventricle morphogenesis,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,NOTCH1/GATA3,2
GO:0006515,BP,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,HDAC6/CUL3,2
GO:0030813,BP,GO:0030813,positive regulation of nucleotide catabolic process,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,MTOR/IGF1,2
GO:0032515,BP,GO:0032515,negative regulation of phosphoprotein phosphatase activity,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,TNF/ROCK1,2
GO:0033123,BP,GO:0033123,positive regulation of purine nucleotide catabolic process,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,MTOR/IGF1,2
GO:0045821,BP,GO:0045821,positive regulation of glycolytic process,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,MTOR/IGF1,2
GO:0048643,BP,GO:0048643,positive regulation of skeletal muscle tissue development,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,CTNNB1/IGF2,2
GO:0051900,BP,GO:0051900,regulation of mitochondrial depolarization,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,PARP1/KDR,2
GO:0060716,BP,GO:0060716,labyrinthine layer blood vessel development,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,MAPK1/AKT1,2
GO:0071514,BP,GO:0071514,genomic imprinting,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,PIK3CA/IGF2,2
GO:0090128,BP,GO:0090128,regulation of synapse maturation,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,DAB2IP/ROCK1,2
GO:1900037,BP,GO:1900037,regulation of cellular response to hypoxia,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,VHL/MIR145,2
GO:1900227,BP,GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,2/269,20/18888,0.1,7.021561338,3.238475627,0.032433929,0.057609739,0.024158236,TLR4/MYD88,2
GO:0008542,BP,GO:0008542,visual learning,3/269,49/18888,0.06122449,4.298915105,2.779199421,0.03254401,0.057647943,0.024174257,HIF1A/KRAS/BRAF,3
GO:0010171,BP,GO:0010171,body morphogenesis,3/269,49/18888,0.06122449,4.298915105,2.779199421,0.03254401,0.057647943,0.024174257,MMP2/SGPL1/BRAF,3
GO:0042181,BP,GO:0042181,ketone biosynthetic process,3/269,49/18888,0.06122449,4.298915105,2.779199421,0.03254401,0.057647943,0.024174257,SRD5A2/AKR1C3/CYP19A1,3
GO:0042551,BP,GO:0042551,neuron maturation,3/269,49/18888,0.06122449,4.298915105,2.779199421,0.03254401,0.057647943,0.024174257,EDNRB/KDM1A/RB1,3
GO:0048066,BP,GO:0048066,developmental pigmentation,3/269,49/18888,0.06122449,4.298915105,2.779199421,0.03254401,0.057647943,0.024174257,EDNRB/SOD2/BAX,3
GO:0051150,BP,GO:0051150,regulation of smooth muscle cell differentiation,3/269,49/18888,0.06122449,4.298915105,2.779199421,0.03254401,0.057647943,0.024174257,SOD2/NOTCH1/MIR145,3
GO:0098927,BP,GO:0098927,vesicle-mediated transport between endosomal compartments,3/269,49/18888,0.06122449,4.298915105,2.779199421,0.03254401,0.057647943,0.024174257,RILP/MAPK1/LMTK2,3
GO:0050796,BP,GO:0050796,regulation of insulin secretion,6/269,167/18888,0.035928144,2.522716648,2.375703646,0.032613759,0.057749043,0.024216652,IL6/IL1B/HIF1A/TNF/IRS1/CLOCK,6
GO:0045069,BP,GO:0045069,regulation of viral genome replication,4/269,85/18888,0.047058824,3.304264159,2.559219928,0.033211897,0.058762487,0.024641632,NOTCH1/RNASEL/SRPK1/TNF,4
GO:0061053,BP,GO:0061053,somite development,4/269,85/18888,0.047058824,3.304264159,2.559219928,0.033211897,0.058762487,0.024641632,TP53/NOTCH1/SMAD3/NKX3-1,4
GO:0032434,BP,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,5/269,125/18888,0.04,2.808624535,2.438550419,0.03336282,0.059006602,0.024744,AURKA/CDK2/AKT1/CLU/FHIT,5
GO:0030509,BP,GO:0030509,BMP signaling pathway,6/269,168/18888,0.035714286,2.507700478,2.359371045,0.033434886,0.059088185,0.024778212,PPARG/SOX11/NOTCH1/TWSG1/ILK/KDR,6
GO:0050792,BP,GO:0050792,regulation of viral process,6/269,168/18888,0.035714286,2.507700478,2.359371045,0.033434886,0.059088185,0.024778212,TMPRSS2/NOTCH1/RNASEL/SRPK1/TNF/STAT1,6
GO:0016311,BP,GO:0016311,dephosphorylation,9/269,309/18888,0.029126214,2.045114953,2.226443035,0.033491833,0.059165874,0.02481079,PTEN/MTOR/PRKCD/TNF/DUSP6/TGFB1/DLC1/FBP1/ROCK1,9
GO:0001754,BP,GO:0001754,eye photoreceptor cell differentiation,3/269,50/18888,0.06,4.212936803,2.734319397,0.034267509,0.060398832,0.025327822,VEGFA/NOTCH1/STAT3,3
GO:0014911,BP,GO:0014911,positive regulation of smooth muscle cell migration,3/269,50/18888,0.06,4.212936803,2.734319397,0.034267509,0.060398832,0.025327822,MAP3K7/TLR4/IGF1,3
GO:0045747,BP,GO:0045747,positive regulation of Notch signaling pathway,3/269,50/18888,0.06,4.212936803,2.734319397,0.034267509,0.060398832,0.025327822,NOTCH1/STAT3/TP63,3
GO:0071320,BP,GO:0071320,cellular response to cAMP,3/269,50/18888,0.06,4.212936803,2.734319397,0.034267509,0.060398832,0.025327822,KDM1A/WT1/FBP1,3
GO:0007204,BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,6/269,169/18888,0.035502959,2.492862014,2.343155721,0.034269311,0.060398832,0.025327822,CXCR2/EDNRB/CAV1/BAX/TAC1/ESR1,6
GO:1902904,BP,GO:1902904,negative regulation of supramolecular fiber organization,6/269,169/18888,0.035502959,2.492862014,2.343155721,0.034269311,0.060398832,0.025327822,PIK3CA/HDAC6/PRKCD/KATNB1/DLC1/CLU,6
GO:0140694,BP,GO:0140694,non-membrane-bounded organelle assembly,11/269,413/18888,0.026634383,1.870149509,2.149097584,0.035118664,0.061871862,0.025945527,BRCA1/PTEN/AURKA/CDK2/SQSTM1/TNF/RHOA/LZTS2/FSCN1/CHEK2/MLH1,11
GO:0042886,BP,GO:0042886,amide transport,9/269,312/18888,0.028846154,2.025450386,2.195307206,0.035284678,0.062046288,0.026018671,IL6/IL1B/HIF1A/TNF/HNF1B/EGFR/IRS1/UCN/CLOCK,9
GO:0030512,BP,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,5/269,127/18888,0.039370079,2.764394228,2.397998744,0.035362396,0.062046288,0.026018671,TP53/PPARG/HSPA5/PEG10/MIR145,5
GO:0042471,BP,GO:0042471,ear morphogenesis,5/269,127/18888,0.039370079,2.764394228,2.397998744,0.035362396,0.062046288,0.026018671,MAPK1/TWIST1/GATA3/FGFR1/TFAP2A,5
GO:1903828,BP,GO:1903828,negative regulation of protein localization,7/269,216/18888,0.032407407,2.275505989,2.266174835,0.035468542,0.062046288,0.026018671,IL1B/MTOR/AKT1/LZTS2/TGFB1/TXN/IRS1,7
GO:0001780,BP,GO:0001780,neutrophil homeostasis,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,CXCR2/IL6,2
GO:0006098,BP,GO:0006098,pentose-phosphate shunt,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,TP53/MTOR,2
GO:0010829,BP,GO:0010829,negative regulation of glucose transmembrane transport,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,IL1B/TNF,2
GO:0033033,BP,GO:0033033,negative regulation of myeloid cell apoptotic process,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,CXCR2/SNAI2,2
GO:0034104,BP,GO:0034104,negative regulation of tissue remodeling,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,IL6/PPARG,2
GO:0043586,BP,GO:0043586,tongue development,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,CTNNB1/EGFR,2
GO:0044321,BP,GO:0044321,response to leptin,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,CCND1/STAT3,2
GO:0070886,BP,GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,TNF/IGF1,2
GO:0071379,BP,GO:0071379,cellular response to prostaglandin stimulus,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,AKT1/AKR1C3,2
GO:0071498,BP,GO:0071498,cellular response to fluid shear stress,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,PTGS2/MMP2,2
GO:0090189,BP,GO:0090189,regulation of branching involved in ureteric bud morphogenesis,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,VEGFA/LGR4,2
GO:0098780,BP,GO:0098780,response to mitochondrial depolarisation,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,HDAC6/SQSTM1,2
GO:0106058,BP,GO:0106058,positive regulation of calcineurin-mediated signaling,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,TNF/IGF1,2
GO:0140354,BP,GO:0140354,lipid import into cell,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,THBS1/AKT1,2
GO:0141087,BP,GO:0141087,positive regulation of inflammasome-mediated signaling pathway,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,TLR4/MYD88,2
GO:1905048,BP,GO:1905048,regulation of metallopeptidase activity,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,TIMP1/STAT3,2
GO:2000001,BP,GO:2000001,regulation of DNA damage checkpoint,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,BRCA1/BRCA2,2
GO:2000010,BP,GO:2000010,positive regulation of protein localization to cell surface,2/269,21/18888,0.095238095,6.687201275,3.134269059,0.035517278,0.062046288,0.026018671,TNF/AKT1,2
GO:0030865,BP,GO:0030865,cortical cytoskeleton organization,3/269,51/18888,0.058823529,4.130330199,2.690598058,0.03603747,0.062906787,0.026379515,TNF/EPB41L3/ROCK1,3
GO:1901570,BP,GO:1901570,fatty acid derivative biosynthetic process,3/269,51/18888,0.058823529,4.130330199,2.690598058,0.03603747,0.062906787,0.026379515,ALOX12/ALOX15B/ACSS3,3
GO:0045824,BP,GO:0045824,negative regulation of innate immune response,4/269,88/18888,0.045454545,3.19161879,2.476890919,0.037025221,0.064581511,0.027081799,PPARG/PARP1/TGFB1/A2M,4
GO:0099072,BP,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,4/269,88/18888,0.045454545,3.19161879,2.476890919,0.037025221,0.064581511,0.027081799,ERBB2/CTNND1/HSP90AA1/HRAS,4
GO:0009141,BP,GO:0009141,nucleoside triphosphate metabolic process,8/269,266/18888,0.030075188,2.111747771,2.194893128,0.037239421,0.064930272,0.02722805,PARP1/HIF1A/STAT3/MTOR/TGFB1/GIT1/IGF1/FBP1,8
GO:0002456,BP,GO:0002456,T cell mediated immunity,5/269,129/18888,0.03875969,2.721535402,2.358226014,0.037434567,0.065220608,0.0273498,IL6/MAP3K7/IL1B/GATA3/CD8A,5
GO:0019079,BP,GO:0019079,viral genome replication,5/269,129/18888,0.03875969,2.721535402,2.358226014,0.037434567,0.065220608,0.0273498,NOTCH1/RNASEL/SRPK1/TNF/IFI27,5
GO:0051048,BP,GO:0051048,negative regulation of secretion,6/269,173/18888,0.034682081,2.435223586,2.279434686,0.037741176,0.065729662,0.027563268,IL1B/NOTCH1/TNF/IRS1/BRAF/UCN,6
GO:0035176,BP,GO:0035176,social behavior,3/269,52/18888,0.057692308,4.050900772,2.64798102,0.03785366,0.065875201,0.027624299,PTEN/GRPR/UCN,3
GO:1904263,BP,GO:1904263,positive regulation of TORC1 signaling,3/269,52/18888,0.057692308,4.050900772,2.64798102,0.03785366,0.065875201,0.027624299,AKT1/CUL3/PIM1,3
GO:0016101,BP,GO:0016101,diterpenoid metabolic process,4/269,89/18888,0.04494382,3.155757905,2.450231229,0.038350025,0.066600492,0.027928444,CYP1A1/EGFR/AKR1C3/RBP1,4
GO:0050829,BP,GO:0050829,defense response to Gram-negative bacterium,4/269,89/18888,0.04494382,3.155757905,2.450231229,0.038350025,0.066600492,0.027928444,IL6/DEFB1/TLR4/SERPINE1,4
GO:0055007,BP,GO:0055007,cardiac muscle cell differentiation,5/269,130/18888,0.038461538,2.700600515,2.338622753,0.038498024,0.066600492,0.027928444,VEGFA/MTOR/TGFB1/WT1/IGF1,5
GO:0002089,BP,GO:0002089,lens morphogenesis in camera-type eye,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,CTNNB1/SOX11,2
GO:0002433,BP,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,PRKCD/PTK2,2
GO:0002837,BP,GO:0002837,regulation of immune response to tumor cell,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,TGFB1/CD274,2
GO:0007398,BP,GO:0007398,ectoderm development,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,CTNNB1/MIR145,2
GO:0007530,BP,GO:0007530,sex determination,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,AR/WT1,2
GO:0010923,BP,GO:0010923,negative regulation of phosphatase activity,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,TNF/ROCK1,2
GO:0023019,BP,GO:0023019,signal transduction involved in regulation of gene expression,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,PARP1/SMAD3,2
GO:0030449,BP,GO:0030449,regulation of complement activation,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,IL1B/A2M,2
GO:0032148,BP,GO:0032148,activation of protein kinase B activity,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,TXN/IGF1,2
GO:0034260,BP,GO:0034260,negative regulation of GTPase activity,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,DAB2IP/HRAS,2
GO:0035024,BP,GO:0035024,negative regulation of Rho protein signal transduction,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,CUL3/DLC1,2
GO:0035089,BP,GO:0035089,establishment of apical/basal cell polarity,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,RHOA/FSCN1,2
GO:0035584,BP,GO:0035584,calcium-mediated signaling using intracellular calcium source,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,DEFB1/KDR,2
GO:0035739,BP,GO:0035739,"CD4-positive, alpha-beta T cell proliferation",2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,TWSG1/CD274,2
GO:0038096,BP,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,PRKCD/PTK2,2
GO:0042953,BP,GO:0042953,lipoprotein transport,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,PPARG/MIR130B,2
GO:0043249,BP,GO:0043249,erythrocyte maturation,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,BAP1/HDAC6,2
GO:0060546,BP,GO:0060546,negative regulation of necroptotic process,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,CASP8/CAV1,2
GO:0060713,BP,GO:0060713,labyrinthine layer morphogenesis,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,NCOA1/IL10,2
GO:0061318,BP,GO:0061318,renal filtration cell differentiation,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,EDNRB/WT1,2
GO:0072112,BP,GO:0072112,podocyte differentiation,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,EDNRB/WT1,2
GO:0072234,BP,GO:0072234,metanephric nephron tubule development,2/269,22/18888,0.090909091,6.38323758,3.036647819,0.038708978,0.066600492,0.027928444,STAT1/LGR4,2
